2018-02-01 10:30:55.585494, 90, 0
2018-02-01 10:30:56.024460, 90, 23
2018-02-01 10:30:56.469866, 90, 78
2018-02-01 10:30:56.926375, 90, 133
2018-02-01 10:41:02.906180, 90, 0
2018-02-01 10:41:03.397170, 90, 78
2018-02-01 10:41:03.900046, 90, 133
2018-02-01 10:41:10.961119, 90, 0
2018-02-01 10:41:11.424521, 90, 59
2018-02-01 10:41:11.913890, 90, 133
2018-02-01 10:41:11.919564, 90, 0
2018-02-01 10:41:12.404489, 90, 44
2018-02-01 10:41:12.861632, 90, 133
2018-02-01 10:41:12.867467, 90, 0
2018-02-01 10:41:13.354647, 90, 63
2018-02-01 10:41:13.843529, 90, 102
2018-02-01 10:41:14.301533, 90, 133
2018-02-01 10:41:14.307162, 103, 133
2018-02-01 10:41:14.790408, 105, 133
2018-02-01 10:41:15.247355, 106, 133
2018-02-01 10:41:15.704255, 108, 133
2018-02-01 10:41:16.164445, 109, 133
2018-02-01 10:41:16.596212, 110, 133
2018-02-01 10:41:17.036645, 90, 133
2018-02-01 11:30:31.709935, 90, 101
2018-02-01 11:30:32.175087, 90, 60
2018-02-01 11:30:32.667193, 90, 94
2018-02-01 11:30:33.138313, 90, 112
2018-02-01 11:30:33.604502, 90, 133
2018-02-01 11:30:38.923570, 90, 49
2018-02-01 11:30:39.399065, 90, 32
2018-02-01 11:30:39.844576, 90, 48
2018-02-01 11:30:40.297742, 90, 82
2018-02-01 11:30:40.749942, 90, 133
2018-02-01 11:32:03.314202, 90, 101
2018-02-01 11:32:03.320769, 90, 61
2018-02-01 11:32:03.341473, 90, 40
2018-02-01 11:32:03.357623, 90, 36
2018-02-01 11:32:03.372879, 90, 65
2018-02-01 11:32:03.390091, 90, 98
2018-02-01 11:32:03.405830, 90, 133
2018-02-01 11:32:03.994606, 90, 60
2018-02-01 11:32:04.007381, 90, 57
2018-02-01 11:32:04.023494, 90, 74
2018-02-01 11:32:04.039303, 90, 133
2018-02-01 11:32:04.397399, 90, 180
2018-02-01 11:32:04.491738, 90, 179
2018-02-01 11:32:04.505434, 90, 133
2018-02-01 11:32:05.947928, 100, 133
2018-02-01 11:32:05.958214, 101, 133
2018-02-01 11:32:05.988814, 102, 133
2018-02-01 11:32:06.727107, 103, 133
2018-02-01 11:32:06.745812, 104, 133
2018-02-01 11:32:06.861295, 105, 133
2018-02-01 11:32:07.346740, 106, 133
2018-02-01 11:32:07.359144, 107, 133
2018-02-01 11:32:07.375927, 108, 133
2018-02-01 11:32:07.408977, 109, 133
2018-02-01 11:32:07.426175, 110, 133
2018-02-01 11:32:07.459138, 111, 133
2018-02-01 11:32:07.472675, 112, 133
2018-02-01 11:32:07.579634, 113, 133
2018-02-01 11:32:07.760194, 114, 133
2018-02-01 11:32:07.792581, 115, 133
2018-02-01 11:32:07.908958, 116, 133
2018-02-01 11:32:08.263063, 117, 133
